,station no.,station name,latitude,longitude,altitude,meanSpeed-100m,gustObs,stormCount,startTime,meanRes,gustGoodness,durationGoodness
13,014308,CROKER ISLAND AIRPORT                   ,-11.1629,132.4813,9.2,5.761167,181617,8.339997964997965,2012-09-26 09:00:00,29.999837616666664,0.009900990099009901,0.24752475247524752
14,014309,MURGANELLA AIRSTRIP                     ,-11.5485,132.9266,9.5,4.490924,175757,3.789517255709363,2012-10-10 09:30:00,29.999837033333332,0.009900990099009901,0.7524752475247525
15,014310,OENPELLI AIRPORT                        ,-12.3272,133.0069,7.5,4.7665987,178962,3.371197322853333,2012-09-26 09:00:00,29.999837616666664,0.009900990099009901,0.43564356435643564
16,014314,NOONAMAH AIRSTRIP                       ,-12.6099,131.0474,17.5,4.6809344,171172,3.8840173341098456,2013-06-21 11:30:00,29.999825466666667,0.009900990099009901,0.7920792079207921
17,014401,WARRUWI AIRPORT                         ,-11.65,133.3797,19.2,6.4756436,301302,6.748821548821549,2000-08-15 09:30:00,29.981882366666664,0.009900990099009901,0.8217821782178217
18,014402,MILINGIMBI                              ,-12.1239,134.9078,4.0,6.1092567,26044,2.166666666666667,2000-12-13 14:00:00,29.9993434,0.009900990099009901,0.8613861386138614
19,014404,MILINGIMBI AIRPORT                      ,-12.0932,134.8919,15.0,6.0165496,261080,5.613478260869565,2003-07-23 11:30:00,29.999913216666666,0.009900990099009901,0.009900990099009901
20,014405,MANINGRIDA AIRPORT                      ,-12.0569,134.2339,28.1,5.8682203,266916,4.941666666666666,2003-10-24 11:30:00,29.999912083333335,0.009900990099009901,0.039603960396039604
21,014508,GOVE AIRPORT                            ,-12.2741,136.8201,51.6,5.5537825,439636,3.948606465997771,1990-08-01 13:00:00,29.847215866666666,0.009900990099009901,0.8316831683168316
22,014517,NGAYAWILI                               ,-11.9971,135.5726,8.1,5.8002973,222544,9.462121212121211,2000-07-27 16:30:00,29.999246366666668,0.009900990099009901,0.07920792079207921
23,014518,GROOTE EYLANDT AIRPORT                  ,-13.9746,136.463,13.7,5.281167,290003,6.450189393939394,2000-07-24 12:30:00,29.99992465,0.009900990099009901,0.5148514851485149
24,014626,DALY WATERS AIRSTRIP                    ,-16.2637,133.3782,209.8,5.48355,217446,4.123501094902368,2000-09-13 08:30:00,29.997953516666666,0.009900990099009901,0.5148514851485149
25,014627,BULMAN                                  ,-13.6715,134.3415,103.4,4.80145,217656,3.171862348178138,2003-07-30 19:30:00,28.847365033333332,0.009900990099009901,0.5742574257425742
26,014703,CENTRE ISLAND                           ,-15.7426,136.8192,12.2,6.1856475,180891,7.243589743589744,2000-11-06 04:00:00,29.63460866666667,0.009900990099009901,0.6039603960396039
27,014704,MCARTHUR RIVER MINE AIRPORT             ,-16.4423,136.076,40.0,4.563161,272571,3.232258064516129,2003-08-14 16:30:00,29.999912950000002,0.009900990099009901,0.48514851485148514
28,014723,BORROLOOLA AIRPORT                      ,-16.0755,136.3041,16.1,5.0281744,297625,6.74231950844854,2000-07-24 12:30:00,29.99992465,0.009900990099009901,0.40594059405940597
29,014808,BRADSHAW - ANGALLARI VALLEY (DEFENCE)   ,-15.4397,130.5731,60.0,4.538152,92816,2.1065917107583774,2017-12-08 10:30:00,29.999679516666667,0.009900990099009901,
30,014825,VICTORIA RIVER DOWNS                    ,-16.403,131.0145,88.5,4.3328457,257246,1.4100140056022408,2000-07-24 12:30:00,29.99992465,0.009900990099009901,
31,014829,LAJAMANU AIRPORT                        ,-18.3324,130.6361,315.6,5.987253,301294,2.6151515151515152,2000-07-24 12:30:00,29.99992465,0.009900990099009901,0.6039603960396039
32,014850,TIMBER CREEK                            ,-15.6614,130.4808,20.1,5.2642922,5,0.0,2013-02-04 14:00:00,29.993356950000003,0.009900990099009901,
33,014901,DOUGLAS RIVER RESEARCH FARM             ,-13.8345,131.1872,42.8,4.652643,283722,3.5242401972314887,1996-09-30 10:30:00,29.999935483333335,0.009900990099009901,
34,014909,CENTRAL ARNHEM PLATEAU                  ,-13.3275,133.0861,416.0,6.7005515,147875,3.904703921142277,2003-08-27 10:30:00,29.999476783333332,0.009900990099009901,0.4752475247524752
35,014932,TINDAL RAAF                             ,-14.5229,132.3826,133.6,5.403566,451850,4.03280670711156,1990-06-01 10:30:00,29.999947916666667,0.009900990099009901,0.8415841584158416
36,014948,PORT KEATS AIRPORT                      ,-14.2494,129.5282,28.0,4.956875,293031,5.828133552271483,2000-08-30 09:30:00,29.999924316666668,0.009900990099009901,0.019801980198019802
37,014949,DELAMERE WEAPONS RANGE                  ,-15.7441,131.9181,221.0,5.794693,359228,1.1684981684981686,2000-07-24 12:30:00,29.99992465,0.009900990099009901,
38,014954,BRADSHAW                                ,-14.9408,130.8091,75.0,4.090464,185553,1.125,2001-11-18 13:30:00,29.99992,0.009900990099009901,
39,014981,BRADSHAW - KOOLENDONG VALLEY (DEFENCE)  ,-15.1853,130.1169,42.0,4.3801374,77461,7.536033321047934,2018-10-24 14:30:00,29.999616566666667,0.009900990099009901,0.46534653465346537
40,014982,KANGAROO FLATS (DEFENCE)                ,-12.7934,130.8542,50.0,4.9007206,93292,4.903424590365864,2017-10-03 09:00:00,29.999690016666666,0.009900990099009901,0.801980198019802
41,014983,MOUNT BUNDEY NORTH (DEFENCE)            ,-12.9141,131.8663,83.0,4.9871693,96437,5.300638486479021,2017-10-03 09:00:00,29.999690016666666,0.009900990099009901,0.7821782178217822
42,014984,MOUNT BUNDEY SOUTH (DEFENCE)            ,-13.0889,131.8478,55.0,4.622325,96466,5.477319955652189,2017-10-03 09:00:00,29.999690016666666,0.009900990099009901,0.594059405940594
43,014988,KNUCKEY LAGOON                          ,-12.4422,130.9556,31.6,4.5741987,30129,5.908333333333333,2021-07-22 13:30:00,29.99900493333333,0.009900990099009901,0.6633663366336634
44,015135,TENNANT CREEK AIRPORT                   ,-19.6423,134.1833,375.7,7.152781,431685,1.5015193502150024,1990-06-18 13:00:00,29.99973925,0.009900990099009901,
45,015590,ALICE SPRINGS AIRPORT                   ,-23.7951,133.889,546.0,5.714463,450057,4.197194950052093,1990-08-08 12:00:00,29.839664383333332,0.009900990099009901,0.6237623762376238
46,015602,JERVOIS                                 ,-22.9494,136.1442,328.0,6.6644716,204278,6.10219448823495,2000-08-08 08:00:00,29.947263066666668,0.009900990099009901,0.6237623762376238
47,015635,YULARA AIRPORT                          ,-25.1896,130.9737,492.0,6.616568,418475,6.7452691675301235,1991-07-20 14:30:00,29.873090933333334,0.009900990099009901,0.8316831683168316
48,015643,TERRITORY GRAPE FARM                    ,-22.4518,133.6377,565.6,6.7526736,222105,6.376285862828167,2000-08-05 09:30:00,29.970831416666666,0.009900990099009901,0.10891089108910891
49,015664,WALUNGURRU AIRPORT                      ,-23.2656,129.3844,454.3,7.4204946,225392,4.206971677559913,2001-10-22 13:00:00,29.950106100000003,0.009900990099009901,0.5742574257425742
50,015666,RABBIT FLAT                             ,-20.1823,130.0148,340.0,5.4175606,152476,1.4032175032175032,2002-02-14 15:00:00,29.90468535,0.009900990099009901,
51,200731,POINT FAWCETT                           ,-11.7628,130.03,6.5,4.5029764,261114,5.888034188034188,2000-07-24 13:30:00,29.99992465,0.009900990099009901,0.7623762376237624
52,200782,NORTH EAST ISLAND                       ,-13.6449,136.9445,17.4,6.2364793,65562,3.6166666666666667,2010-10-13 12:30:00,29.99954446666667,0.009900990099009901,0.10891089108910891
53,200786,CAPE WESSEL                             ,-11.0047,136.7586,18.0,7.033756,184326,4.125,2011-12-06 14:30:00,29.999849166666667,0.009900990099009901,0.42574257425742573
54,200867,BAYU UNDAN (CUQ RIG)                    ,-11.0681,126.6144,32.5,,,,,,,
55,200868,CP DILI AIRPORT                         ,-8.5478,125.5276,8.8,,,,,,,
56,001006,WYNDHAM AERO                            ,-15.51,128.1503,3.8,4.3224816,268128,0.2,2000-09-23 11:30:00,29.999924099999998,0.009900990099009901,
57,001007,TROUGHTON ISLAND                        ,-13.7542,126.1485,6.0,5.733217,260274,2.5333333333333337,1990-10-22 10:30:00,29.642511833333334,0.009900990099009901,0.8118811881188119
58,001019,KALUMBURU                               ,-14.2964,126.6453,23.0,4.847704,264735,4.892566090240509,1998-09-01 14:00:00,29.99993045,0.009900990099009901,0.38613861386138615
59,001020,TRUSCOTT                                ,-14.09,126.3867,51.0,5.505253,259430,7.07521645021645,2004-05-13 14:00:00,29.9999095,0.009900990099009901,0.8514851485148515
60,002012,HALLS CREEK METEOROLOGICAL OFFICE       ,-18.2291,127.6636,422.0,5.939624,333904,4.854998110018353,1993-12-09 08:00:00,27.747924466666667,0.009900990099009901,0.7920792079207921
61,002056,KUNUNURRA AERO                          ,-15.7814,128.71,44.0,4.243469,442869,2.24,1993-12-09 19:30:00,29.99860011666667,0.009900990099009901,0.8910891089108911
62,002064,ARGYLE AERODROME                        ,-16.638,128.4516,164.0,3.8016253,384910,2.625,1994-11-16 15:30:00,29.098694383333335,0.009900990099009901,0.5148514851485149
63,002079,HALLS CREEK AIRPORT                     ,-18.2337,127.6666,409.4,5.8280983,132045,5.398222829801777,2015-09-18 12:30:00,29.999773716666667,0.009900990099009901,0.8217821782178217
64,003003,BROOME AIRPORT                          ,-17.9475,122.2352,7.4,5.4844546,444491,9.431672932330827,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.09900990099009901
65,003032,DERBY AERO                              ,-17.3706,123.6611,6.2,5.1533012,290738,3.142857142857143,1994-12-18 12:30:00,29.9651673,0.009900990099009901,0.6534653465346535
66,003080,CURTIN AERO                             ,-17.5768,123.8297,77.5,5.472941,328080,6.162690737158822,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.5445544554455446
67,003092,SOUTH EAST WATERBANK                    ,-17.8578,122.2725,41.0,5.50385,39392,1.8333333333333333,1996-12-29 07:30:00,26.381423716666667,0.009900990099009901,
68,003093,FITZROY CROSSING AERO                   ,-18.1814,125.5619,114.5,5.1495304,289648,3.2777777777777777,1997-08-08 10:00:00,29.999933333333335,0.009900990099009901,0.297029702970297
69,003102,BROOME NTC AWS                          ,-18.0015,122.2176,0.0,6.2127037,162622,10.502413273001508,2013-05-16 08:00:00,29.999827216666667,0.009900990099009901,0.594059405940594
70,003108,YAMPI SOUND (DEFENCE)                   ,-16.7671,123.981,41.3,4.1932726,78476,6.459153175591531,2018-10-15 13:00:00,29.99961868333333,0.009900990099009901,0.8712871287128713
71,004019,MANDORA                                 ,-19.7419,120.8433,7.5,6.626556,184039,12.041032240425569,2009-12-21 08:00:00,29.999871366666664,0.009900990099009901,0.2376237623762376
72,004032,PORT HEDLAND AIRPORT                    ,-20.3725,118.6317,6.4,6.5734153,446008,9.16934523809524,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.16831683168316833
73,004083,KARRATHA AERO                           ,-20.7097,116.7742,5.3,6.541017,438525,11.478121775025798,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.3465346534653465
74,004090,ROEBOURNE AERO                          ,-20.7594,117.1583,10.7,6.4048057,260480,4.777777777777778,2001-06-07 10:00:00,27.221947083333337,0.009900990099009901,0.2376237623762376
75,004095,LEGENDRE ISLAND                         ,-20.3583,116.8431,29.0,7.083266,197093,10.25,2009-10-20 14:00:00,29.999872983333333,0.009900990099009901,0.06930693069306931
76,004100,BEDOUT ISLAND                           ,-19.5894,119.1,8.6,6.850964,138740,3.0,2011-02-21 20:30:00,29.999858966666668,0.009900990099009901,0.6237623762376238
77,004106,MARBLE BAR                              ,-21.1756,119.7497,182.3,6.2912726,243394,11.154207516772042,2000-10-07 01:30:00,29.967953816666668,0.009900990099009901,0.039603960396039604
78,005007,LEARMONTH AIRPORT                       ,-22.2406,114.0967,5.0,6.2204165,456543,8.683333333333334,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.7128712871287128
79,005008,MARDIE                                  ,-21.1906,115.9797,11.0,6.1964803,223650,10.718614718614718,2000-06-15 09:00:00,29.99977505,0.009900990099009901,0.5643564356435643
80,005017,ONSLOW AIRPORT                          ,-21.6689,115.1092,10.5,7.028846,307602,5.1,1997-11-21 14:00:00,29.999932583333337,0.009900990099009901,0.3069306930693069
81,005084,THEVENARD ISLAND                        ,-21.4609,115.0188,5.0,7.2975717,293721,7.333333333333333,2000-01-12 15:00:00,29.99992638333333,0.009900990099009901,0.2871287128712871
82,005094,BARROW ISLAND AIRPORT                   ,-20.874,115.4066,6.4,6.7804503,366758,5.491666666666666,1999-04-22 17:00:00,29.999928599999997,0.009900990099009901,0.7524752475247525
83,005098,KARIJINI NORTH                          ,-22.2999,118.4498,474.0,6.4429693,79223,2.414285714285714,2018-08-31 06:30:00,29.999628933333334,0.009900990099009901,
84,006011,CARNARVON AIRPORT                       ,-24.8878,113.67,4.0,8.334216,453955,6.832722832722833,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.15841584158415842
85,006105,SHARK BAY AIRPORT                       ,-25.8925,113.5772,33.8,8.2293215,273900,5.655515297906602,2000-06-08 15:00:00,29.971182633333335,0.009900990099009901,0.8712871287128713
86,007045,MEEKATHARRA AIRPORT                     ,-26.6136,118.5372,517.0,7.837349,460258,9.982842546760594,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.7920792079207921
87,007176,NEWMAN AERO                             ,-23.4213,119.8023,524.0,6.0545077,311266,11.200849082420769,1993-12-16 11:00:00,29.999941616666668,0.009900990099009901,0.43564356435643564
88,007185,PARABURDOO AERO                         ,-23.1726,117.7493,423.7,5.4277015,318697,4.404761904761905,1995-12-13 11:00:00,29.999686899999997,0.009900990099009901,0.1188118811881188
89,007600,MOUNT MAGNET AERO                       ,-28.1156,117.8425,407.0,7.472603,310787,7.42737856703701,1995-04-05 08:00:00,29.999938916666668,0.009900990099009901,0.9801980198019802
90,008051,GERALDTON AIRPORT COMPARISON            ,-28.7953,114.6975,33.0,7.0812526,289547,5.135714285714286,1993-12-09 08:00:00,29.99991663333333,0.009900990099009901,0.37623762376237624
91,008290,NORTH ISLAND                            ,-28.3009,113.5937,2.2,9.134532,198656,3.257575757575758,2000-09-13 17:00:00,29.999924183333334,0.009900990099009901,0.5841584158415841
92,008296,MORAWA AIRPORT                          ,-29.2039,116.0247,271.4,7.0085483,331199,3.6250646152180677,1997-02-26 01:00:00,29.998886366666667,0.009900990099009901,
93,008297,DALWALLINU                              ,-30.2761,116.6714,324.5,7.452438,233383,4.758333333333333,1997-05-08 13:30:00,29.994192716666664,0.009900990099009901,0.6732673267326733
94,008315,GERALDTON AIRPORT                       ,-28.8047,114.6989,29.7,7.053227,204511,4.906798245614035,2011-07-20 10:00:00,29.999854066666668,0.009900990099009901,0.6336633663366337
95,009021,PERTH AIRPORT                           ,-31.9275,115.9764,15.4,5.9152794,440227,8.39085566841505,1985-01-03 04:00:00,29.996020883333333,0.009900990099009901,0.9603960396039604
96,009037,BADGINGARRA RESEARCH STN                ,-30.3381,115.5394,275.0,8.427701,304627,9.409166496347407,1997-04-21 23:00:00,29.9999341,0.009900990099009901,0.693069306930693
97,009053,PEARCE RAAF                             ,-31.6669,116.0189,40.0,7.203873,283708,9.158695496061087,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.8415841584158416
98,009091,INNER DOLPHIN PYLON                     ,-31.9889,115.8311,0.0,6.440106,391880,4.477427389395475,1999-08-18 14:00:00,29.999927633333336,0.009900990099009901,0.7326732673267327
99,009172,JANDAKOT AERO                           ,-32.1011,115.8794,30.0,6.084481,451919,4.441936984584043,1993-12-12 08:00:00,29.99994165,0.009900990099009901,0.2079207920792079
100,009178,GINGIN AERO                             ,-31.4628,115.8642,73.0,6.61079,298717,3.9829072681704263,1996-03-18 08:00:00,29.999936766666668,0.009900990099009901,0.5148514851485149
101,009193,ROTTNEST ISLAND                         ,-32.0069,115.5022,43.1,8.700188,424116,9.68037820308512,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.6534653465346535
102,009214,OCEAN REEF                              ,-31.7594,115.7278,10.0,7.435816,453534,9.363847808192903,1996-10-17 08:00:00,29.999935366666666,0.009900990099009901,0.9900990099009901
103,009215,SWANBOURNE                              ,-31.956,115.7619,41.0,7.3583064,497909,9.942388373112202,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.8712871287128713
104,009225,PERTH METRO                             ,-31.9192,115.8728,24.9,5.5442276,493369,2.3456680082406827,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,
105,009240,BICKLEY                                 ,-32.0072,116.1369,384.0,7.341633,273128,7.136491208900749,1997-10-14 11:00:00,29.999932866666665,0.009900990099009901,0.5247524752475248
106,009254,ARMAMENT JETTY                          ,-32.1758,115.6808,9.0,8.399639,26251,5.365079365079365,2019-03-21 09:00:00,29.999578333333332,0.009900990099009901,0.1485148514851485
107,009255,COLPOYS POINT                           ,-32.2272,115.6994,3.0,8.217571,71112,8.702922077922079,2019-03-21 09:00:00,29.999578333333332,0.009900990099009901,0.8118811881188119
108,009256,GARDEN ISLAND HSF                       ,-32.2433,115.6839,6.0,8.269043,218489,9.819448644621216,2001-11-14 16:00:00,29.99992005,0.009900990099009901,0.9405940594059405
109,009265,HILLARYS BOAT HARBOUR NTC AWS           ,-31.8256,115.7386,0.0,7.548451,173142,33.24358058405962,2013-05-16 08:00:00,29.999827216666667,0.009900990099009901,0.900990099009901
110,009280,LANCELIN (DEFENCE)                      ,-30.8392,115.2283,3.4,8.128227,83533,14.652650009144853,2018-07-05 08:00:00,29.999641066666666,0.009900990099009901,0.39603960396039606
111,009281,MILLENDON (SWAN VALLEY)                 ,-31.8112,116.0227,15.6,6.8647814,103782,14.343096919430687,2017-05-03 09:30:00,29.999711883333337,0.009900990099009901,0.16831683168316833
112,009518,CAPE LEEUWIN                            ,-34.3728,115.1358,13.0,8.973011,324868,12.3067478298395,1994-01-24 16:30:00,29.91564665,0.009900990099009901,0.5544554455445545
113,009519,CAPE NATURALISTE                        ,-33.5372,115.0189,109.0,9.5697565,316796,20.89915465530352,1995-11-29 19:00:00,29.999937466666665,0.009900990099009901,0.5148514851485149
114,009538,DWELLINGUP                              ,-32.7103,116.0594,267.0,6.313399,243717,2.696785225718194,1999-02-10 16:00:00,29.305956816666665,0.009900990099009901,
115,009542,ESPERANCE AERO                          ,-33.6825,121.8275,142.0,7.8832874,445538,9.780164399694048,1994-01-24 08:00:00,29.92981095,0.009900990099009901,1.0
116,009569,BUSSELTON                               ,-33.655,115.3194,3.9,7.1716185,1175,0.0,1998-05-12 12:30:00,28.693521316666665,0.009900990099009901,
117,009573,MANJIMUP                                ,-34.2508,116.145,286.7,7.470299,210355,6.841318417638122,2000-10-23 09:00:00,29.99992381666667,0.009900990099009901,0.7623762376237624
118,009603,BUSSELTON AERO                          ,-33.6818,115.4026,16.3,7.2008467,301762,9.250570689737357,1997-10-27 08:00:00,29.999932766666667,0.009900990099009901,0.49504950495049505
119,009617,BRIDGETOWN                              ,-33.9486,116.1311,178.7,6.1171193,295799,6.857944065711667,1998-07-07 08:00:00,29.99993088333333,0.009900990099009901,0.7128712871287128
120,009741,ALBANY AIRPORT COMPARISON               ,-34.9414,117.8022,68.0,6.969145,290985,6.407354764659697,1994-01-01 16:00:00,29.990407216666664,0.009900990099009901,0.8316831683168316
121,009746,WITCHCLIFFE                             ,-34.0281,115.1042,80.0,7.083374,273584,11.085917960578133,1999-04-22 17:00:00,29.999923983333336,0.009900990099009901,0.8910891089108911
122,009778,MARGARET RIVER CALM                     ,-33.935,115.0831,88.4,6.9852233,,,,,,
123,009789,ESPERANCE                               ,-33.83,121.8925,25.0,7.538822,468088,5.643796065515253,1994-01-15 01:00:00,29.955876149999998,0.009900990099009901,0.09900990099009901
124,009812,HARVEY                                  ,-33.0789,115.8806,40.0,7.2699857,123,0.0,2000-10-20 17:30:00,21.06741571666667,0.009900990099009901,
125,009887,MANDURAH                                ,-32.5211,115.75,21.0,6.8524065,72064,3.79859443777511,1993-12-15 08:00:00,29.99978275,0.009900990099009901,0.594059405940594
126,009937,BUSSELTON JETTY                         ,-33.6294,115.3383,3.0,7.714862,291002,13.032228205261607,1997-10-27 10:00:00,29.999798316666666,0.009900990099009901,1.0
127,009961,HOPETOUN NORTH                          ,-33.9306,120.1283,26.0,7.5548863,345106,14.202847025127738,1995-12-07 16:00:00,29.99993741666667,0.009900990099009901,0.5247524752475248
128,009964,ROCKY GULLY                             ,-34.5714,117.0106,250.0,6.6117506,304351,10.68384071923069,1995-11-29 08:00:00,29.79552956666667,0.009900990099009901,0.5346534653465347
129,009965,BUNBURY                                 ,-33.3567,115.6447,5.2,6.8466163,302392,13.98013345730064,1999-04-22 18:00:00,29.999928599999997,0.009900990099009901,0.9504950495049505
130,009968,SHANNON                                 ,-34.5683,116.3367,210.0,6.4221954,215228,5.6002857334946885,1996-11-28 13:00:00,29.999935083333334,0.009900990099009901,0.43564356435643564
131,009977,MANDURAH                                ,-32.5219,115.7119,3.0,7.3162775,287073,12.970240537995648,2001-10-31 08:00:00,29.999920200000002,0.009900990099009901,0.19801980198019803
132,009994,COLLIE EAST                             ,-33.3608,116.1717,200.0,5.6183434,254841,9.303473918317488,2002-12-10 07:00:00,29.999915849999997,0.009900990099009901,0.2871287128712871
133,009998,NORTH WALPOLE                           ,-34.9469,116.7222,73.0,6.9777637,239726,9.981949071117837,2004-01-19 10:00:00,29.999910983333333,0.009900990099009901,0.039603960396039604
134,009999,ALBANY AIRPORT                          ,-34.9411,117.8158,68.4,7.027893,195949,9.152576518412243,2012-01-13 12:00:00,29.999847783333333,0.009900990099009901,0.7029702970297029
135,010286,CUNDERDIN AIRFIELD                      ,-31.6219,117.2217,216.7,6.7435317,299900,5.102160392350266,1996-08-29 11:00:00,29.975460316666666,0.009900990099009901,0.1782178217821782
136,010692,NEWDEGATE RESEARCH STATION              ,-33.1129,118.84,320.0,7.2213135,288393,6.611912156912156,1996-05-31 12:00:00,29.993312666666668,0.009900990099009901,0.5148514851485149
137,010905,JACUP                                   ,-33.8878,119.1092,305.0,7.7393856,310229,6.406000213941125,1994-01-21 12:30:00,29.982792116666666,0.009900990099009901,0.8415841584158416
138,010911,LAKE GRACE                              ,-33.1006,118.4647,286.0,7.1642747,275150,7.471634282455497,1997-06-22 05:30:00,29.7886874,0.009900990099009901,0.40594059405940597
139,010916,KATANNING                               ,-33.6856,117.6064,320.0,7.3056407,314704,6.910072431951916,1999-01-06 16:00:00,29.99992945,0.009900990099009901,0.07920792079207921
140,010917,WANDERING                               ,-32.6722,116.6706,275.0,6.900251,225218,8.60607635959337,1998-12-14 14:00:00,29.999929633333334,0.009900990099009901,0.19801980198019803
141,011003,EUCLA                                   ,-31.6797,128.8958,93.1,8.031095,448068,5.469672084012499,1995-04-15 07:00:00,29.932719833333334,0.009900990099009901,0.594059405940594
142,011052,FORREST                                 ,-30.8453,128.1092,159.0,7.4454994,311050,5.0662277577334205,1993-11-18 17:00:00,29.979463916666667,0.009900990099009901,0.7821782178217822
143,011053,RED ROCKS POINT                         ,-32.2028,127.5297,3.1,7.7389417,163498,4.535353535353535,1999-12-03 13:00:00,29.915319866666668,0.009900990099009901,0.9504950495049505
144,012009,NORSEMAN AERO                           ,-32.2147,121.7547,262.5,6.3928466,272612,9.128564588790981,1999-12-07 08:00:00,29.999926683333335,0.009900990099009901,0.9108910891089109
145,012038,KALGOORLIE-BOULDER AIRPORT              ,-30.7847,121.4533,365.3,7.0208,445698,5.1653029908893915,1994-01-24 09:00:00,29.9801547,0.009900990099009901,0.32673267326732675
146,012044,MUNGLINUP WEST                          ,-33.5547,120.6997,220.0,7.671911,291922,5.545174940989179,2002-04-30 16:00:00,29.9999183,0.009900990099009901,0.5544554455445545
147,012071,SALMON GUMS RES.STN.                    ,-32.9869,121.6239,249.0,7.328426,293219,7.81814275432751,1999-11-23 21:00:00,29.9999268,0.009900990099009901,0.9702970297029703
148,012241,LEONORA AERO                            ,-28.8789,121.3186,370.0,7.4244933,215357,6.994315243579949,2007-02-26 11:00:00,29.999681566666666,0.009900990099009901,0.8613861386138614
149,012305,LAVERTON AERO                           ,-28.6133,122.4236,464.3,8.42566,297915,5.339497098794213,1993-12-09 08:00:00,29.999941666666665,0.009900990099009901,0.6831683168316832
150,012314,LEINSTER AERO                           ,-27.8386,120.7031,497.0,8.061392,289515,5.5848097901321285,1994-10-30 16:00:00,29.863890033333334,0.009900990099009901,0.297029702970297
151,012320,SOUTHERN CROSS AIRFIELD                 ,-31.2353,119.3564,347.4,6.976134,299832,6.162383337383337,1996-10-03 11:00:00,29.999935466666667,0.009900990099009901,0.8118811881188119
152,012322,MOUNT WALTON EAST IWDF                  ,-30.3803,120.1481,500.0,8.141989,70,0.0,1997-01-09 17:30:00,29.292203216666667,0.009900990099009901,
153,013011,WARBURTON AIRFIELD                      ,-26.1317,126.5839,459.0,7.912096,307035,6.042246642246642,1997-05-20 08:00:00,29.9999339,0.009900990099009901,0.9900990099009901
154,013017,GILES METEOROLOGICAL OFFICE             ,-25.0341,128.301,598.0,8.361547,456590,30.305447878063603,1992-11-29 20:00:00,29.999830916666667,0.009900990099009901,0.6633663366336634
155,013030,TELFER AERO                             ,-21.7125,122.2281,291.9,7.036537,294152,7.366947591415677,1996-01-13 19:00:00,29.92412343333333,0.009900990099009901,0.019801980198019802
156,013044,WILUNA AERO                             ,-26.6273,120.2195,502.4,7.177479,95179,7.393648305717271,2017-11-03 08:30:00,29.999685183333334,0.009900990099009901,0.5544554455445545
