,station no.,station name,latitude,longitude,altitude,meanSpeed-100m,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations,1-in-5-year duration,1-in-10-year duration,1-in-20-year duration,1-in-25-year duration,1-in-50-year duration,1-in-100-year duration
30,058212,EVANS HEAD RAAF BOMBING RANGE AWS       ,-29.183,153.3964,62.5,6.419108,1.4242780609745558,4.506920446123211,1998-03-01 11:00:00,29.999795566666666,348079,8.0,9.0,10.0,10.0,11.0,11.0
31,058214,LISMORE AIRPORT AWS                     ,-28.8305,153.2601,9.2,4.5676584,1.4948142921348153,3.055669489120385,2002-02-22 10:00:00,29.999757066666668,289928,4.0,5.0,6.0,6.0,6.0,7.0
32,058216,BYRON BAY (CAPE BYRON AWS)              ,-28.6399,153.6358,95.0,7.869695,1.272936868823769,6.182313812535589,2002-11-26 10:00:00,29.99974801666667,297073,10.0,11.0,12.0,12.0,12.0,13.0
33,059007,KEMPSEY AIRPORT AWS                     ,-31.0711,152.7717,13.0,4.549746,1.6665573682638677,2.7300266544494827,2001-02-16 10:00:00,29.999768200000002,325449,6.0,6.0,7.0,7.0,8.0,8.0
34,059040,COFFS HARBOUR MO                        ,-30.3107,153.1187,5.0,6.163791,1.5172709852411919,4.062419462056186,1989-01-10 17:30:00,29.962056766666667,313721,7.0,8.0,9.0,9.0,9.0,10.0
35,059151,COFFS HARBOUR AIRPORT                   ,-30.3189,153.1162,3.5,6.177133,1.4694295705113938,4.203762607821842,2015-02-06 13:30:00,25.361313600000003,142295,7.0,7.0,8.0,8.0,9.0,9.0
36,060139,PORT MACQUARIE AIRPORT AWS (COMPARISON) ,-31.4335,152.8655,4.2,5.4161415,1.6517227684284623,3.2790863052417527,1995-07-20 10:00:00,30.000067783333336,325884,6.0,7.0,8.0,8.0,8.0,9.0
37,060141,TAREE AIRPORT AWS                       ,-31.8895,152.512,8.0,5.3712063,1.7574059665951238,3.056326418406186,1997-06-19 10:00:00,29.9999337,323232,7.0,8.0,8.0,8.0,9.0,9.0
38,060168,PORT MAQUARIE (PORT MACQUARIE AIRPORT AW,-31.4343,152.8662,4.5,5.437029,1.8559679078884548,2.9294843201644762,2020-10-15 15:00:00,29.997935199999997,43341,8.0,8.0,9.0,9.0,10.0,10.0
39,061055,NEWCASTLE NOBBYS SIGNAL STATION AWS     ,-32.9184,151.7985,33.0,7.647431,1.3864069844669058,5.516007191567622,2001-10-16 16:00:00,29.99992035,343087,10.0,11.0,11.0,11.0,12.0,12.0
40,061078,WILLIAMTOWN RAAF                        ,-32.7939,151.8364,7.5,6.0903215,1.4656620348935916,4.155338267511775,1989-02-20 13:30:00,29.87982525,406527,10.0,10.0,11.0,11.0,12.0,12.0
41,061087,GOSFORD (NARARA RESEARCH STATION) AWS   ,-33.3949,151.3289,20.0,5.132375,3.7400750243948013,1.3722651898725649,1999-04-30 18:00:00,29.999878483333337,145362,11.0,11.0,12.0,12.0,12.0,13.0
42,061250,PATERSON (TOCAL AWS)                    ,-32.6296,151.5919,30.0,5.5844955,2.2581798422371984,2.473007437220317,2002-07-18 10:00:00,29.99991745,290485,12.0,12.0,13.0,13.0,14.0,14.0
43,061260,CESSNOCK AIRPORT AWS                    ,-32.7914,151.3369,66.5,5.59944,1.9023789693460336,2.94338835113054,1994-06-28 00:00:00,29.99994055,377881,8.0,9.0,9.0,9.0,10.0,10.0
44,061287,MERRIWA (ROSCOMMON)                     ,-32.1852,150.1737,375.0,6.1609936,1.709198837206918,3.604609037833055,2007-08-02 16:00:00,29.999890933333333,273201,9.0,9.0,10.0,10.0,11.0,11.0
45,061363,SCONE AIRPORT AWS                       ,-32.0335,150.8264,221.4,4.981134,1.5431526204169874,3.2278945529637255,1989-01-01 11:00:00,29.99985021666667,413450,6.0,7.0,7.0,7.0,8.0,8.0
46,061366,NORAH HEAD AWS                          ,-33.2814,151.5766,18.8,7.2648263,1.3914269878390986,5.2211336715858625,1989-10-25 10:00:00,29.99994885,537971,10.0,11.0,12.0,12.0,13.0,13.0
47,061375,MANGROVE MOUNTAIN AWS                   ,-33.2894,151.2107,305.0,5.8208604,2.4710906980182394,2.3555834638376396,1994-06-28 00:00:00,29.99994055,384876,9.0,10.0,10.0,10.0,11.0,11.0
48,061379,WILLIAMTOWN COMPARISON AWS              ,-32.8081,151.8419,4.9,6.257231,1.6171600943142685,3.8692713587874126,1995-07-20 10:00:00,29.999579116666666,31295,3.0,4.0,4.0,5.0,5.0,5.0
49,061392,MURRURUNDI GAP AWS                      ,-31.7416,150.7937,729.4,7.8514023,1.2853191967269537,6.1085233167825725,2003-06-20 11:00:00,29.999913616666667,307424,11.0,12.0,13.0,13.0,13.0,14.0
50,061412,COORANBONG (LAKE MACQUARIE AWS)         ,-33.0887,151.4636,6.0,4.5537534,3.5015470005462097,1.300497573014652,2008-07-31 09:00:00,29.99988355,257333,12.0,12.0,13.0,13.0,13.0,14.0
51,061425,GOSFORD AWS                             ,-33.4351,151.3614,7.0,5.557721,2.7091803595192916,2.0514400669088833,2013-06-04 14:30:00,29.999826283333334,172566,12.0,12.0,13.0,13.0,14.0,14.0
52,061428,MAITLAND AIRPORT AWS                    ,-32.7023,151.4881,27.5,5.980704,1.8685466648583606,3.200724896625658,2016-07-11 11:00:00,29.999746466666668,117530,13.0,13.0,14.0,14.0,15.0,15.0
53,061430,SINGLETON DEFENCE AWS                   ,-32.6976,151.1564,125.0,5.506022,1.7111914693142536,3.217653941833547,2017-04-03 13:30:00,29.999715783333333,105494,9.0,9.0,10.0,10.0,11.0,11.0
54,062100,NULLO MOUNTAIN AWS                      ,-32.7244,150.229,1130.0,7.790032,2.1173627836043893,3.6791200687308034,1989-01-03 10:00:00,29.999850183333333,450439,9.0,10.0,10.0,10.0,11.0,11.0
55,062101,MUDGEE AIRPORT AWS                      ,-32.5628,149.6149,471.0,4.7964463,1.5703694057953173,3.0543426952243786,1989-01-01 11:00:00,29.99985021666667,408420,5.0,5.0,6.0,6.0,7.0,7.0
56,063291,BATHURST AIRPORT AWS                    ,-33.4119,149.654,744.5,4.5955534,1.3808369884047522,3.328092625503505,1989-01-01 11:00:00,29.99985021666667,420341,3.0,4.0,5.0,5.0,6.0,6.0
57,063292,MOUNT BOYCE AWS                         ,-33.6185,150.2741,1080.0,7.1276574,1.767092025187641,4.0335519100799555,1989-09-25 00:00:00,29.999948983333336,438406,13.0,14.0,15.0,15.0,15.0,16.0
58,063303,ORANGE AIRPORT AWS                      ,-33.3768,149.1263,944.7,6.7261634,1.633677570631025,4.117191487608252,1996-03-14 14:00:00,29.999810383333333,365576,8.0,9.0,9.0,10.0,10.0,11.0
59,063308,MARRANGAROO (DEFENCE)                   ,-33.4346,150.135,955.0,5.7547545,3.4916842656493436,1.6481314189598526,2017-12-07 12:00:00,29.99903905,93535,13.0,14.0,15.0,15.0,15.0,16.0
60,064017,COONABARABRAN AIRPORT AWS               ,-31.333,149.2699,645.0,6.5363307,1.5274490461892414,4.279246313471359,2001-07-02 11:00:00,29.9999214,327018,6.0,7.0,7.0,7.0,8.0,9.0
61,065068,PARKES AIRPORT AWS                      ,-33.1281,148.2428,323.3,6.213931,1.6982072354851687,3.6591123591013983,1997-09-25 10:00:00,29.999933,353467,7.0,8.0,9.0,9.0,9.0,10.0
62,065070,DUBBO AIRPORT AWS                       ,-32.2206,148.5753,284.0,6.046174,1.4167291200929955,4.267699423712393,1989-01-02 09:00:00,29.997653416666665,363506,4.0,5.0,5.0,6.0,6.0,7.0
63,065091,COWRA AIRPORT COMPARISON                ,-33.8451,148.6534,300.0,4.434647,1.796935051167173,2.4678950307091014,2004-07-06 09:00:00,29.924433233333332,176,0,0,0,0,0,0
64,065103,FORBES AIRPORT AWS                      ,-33.3627,147.9205,230.4,5.9218216,1.7745651062735546,3.3370551315942616,1996-01-10 11:00:00,29.999811616666666,327317,8.0,8.0,9.0,9.0,10.0,10.0
65,065111,COWRA AIRPORT AWS                       ,-33.8382,148.654,300.4,4.4077425,1.5671230908409872,2.8126332424466973,2004-07-14 16:00:00,29.999908683333334,276327,5.0,6.0,6.0,6.0,7.0,7.0
66,066022,FORT DENISON                            ,-33.8551,151.2254,5.0,6.0842576,1.444707131553219,4.21141245156754,1990-08-13 00:00:00,29.9999476,541385,6.0,6.0,7.0,7.0,8.0,8.0
67,066037,SYDNEY AIRPORT AMO                      ,-33.9465,151.1731,6.0,6.1535954,1.3760145844821732,4.472042314766617,1970-01-02 04:30:00,21.451575966666667,459692,9.0,10.0,10.0,10.0,11.0,11.0
68,066043,KURNELL AWS                             ,-34.0039,151.2111,4.0,6.999187,1.2396651809722026,5.646030154009955,2000-03-17 13:00:00,29.99977745,396437,7.0,8.0,8.0,8.0,9.0,9.0
69,066051,LITTLE BAY (THE COAST GOLF CLUB)        ,-33.9829,151.2502,22.0,7.291409,1.5551270682306013,4.6886258779815115,1999-04-30 18:00:00,29.999928533333332,408302,9.0,9.0,10.0,10.0,11.0,11.0
70,066059,TERREY HILLS AWS                        ,-33.6908,151.2253,199.0,6.041613,2.0766294708141015,2.9093361077991124,2004-09-23 10:00:00,29.999907733333334,291675,9.0,9.0,10.0,10.0,11.0,11.0
71,066062,SYDNEY (OBSERVATORY HILL)               ,-33.8607,151.205,39.0,5.9411345,208034.76399993896,2.8558373315055975e-05,1993-09-06 00:00:00,5.417133433333333,32315,0,0,0,0,0,0
72,066137,BANKSTOWN AIRPORT AWS                   ,-33.9176,150.9837,7.2,4.4226813,1.4577809483232922,3.033844924864324,1989-05-31 11:30:00,29.640423766666668,434839,5.0,6.0,6.0,7.0,7.0,8.0
73,066161,HOLSWORTHY AERODROME AWS                ,-33.9925,150.9489,68.2,4.692504,1.4904968860862957,3.148281605243488,2012-08-31 10:00:00,29.999838716666666,185654,6.0,6.0,7.0,7.0,7.0,8.0
74,066193,MARSFIELD (MACQUARIE UNIVERSITY NO:2)   ,-33.7654,151.1176,51.0,4.9263644,,,,,,,,,,,
75,066194,CANTERBURY RACECOURSE AWS               ,-33.9057,151.1134,3.0,4.9800696,1.652325584822803,3.013975988172241,1996-01-10 11:00:00,29.999811616666666,440802,7.0,7.0,8.0,8.0,9.0,9.0
76,066195,SYDNEY OLYMPIC PARK (SYDNEY OLYMPIC PK (,-33.8521,151.0646,28.0,4.6605263,1.5691740361762039,2.970050592343239,1996-01-10 11:00:00,26.47612343333333,224169,6.0,6.0,7.0,7.0,7.0,8.0
77,066196,SYDNEY HARBOUR (WEDDING CAKE WEST)      ,-33.8405,151.2643,6.0,6.9473424,1.2752691855497083,5.447745836333213,1996-02-28 19:30:00,29.99981066666667,398969,7.0,8.0,8.0,9.0,9.0,10.0
78,066197,MANLY (NORTH HEAD)                      ,-33.8152,151.2986,90.0,8.081692,1.8266993357221442,4.424204675559509,1997-08-28 10:00:00,29.999933199999997,434293,10.0,10.0,11.0,11.0,12.0,12.0
79,066198,SYDNEY HARBOUR (SHARK ISLAND)           ,-33.8614,151.2569,3.0,6.568132,1.3983498414466913,4.697059154295997,1997-08-28 17:00:00,30.0004805,58143,4.0,5.0,5.0,5.0,6.0,6.0
80,066199,MIDDLE HEAD                             ,-33.8283,151.2636,35.0,6.8600187,2.163946959416716,3.170141809766293,1997-09-08 14:30:00,30.000484933333333,58834,9.0,9.0,10.0,10.0,11.0,11.0
81,066200,SYDNEY HARBOUR (CLARKE ISLAND)          ,-33.8642,151.2394,2.0,6.2827954,1.578989721558733,3.978997040606156,1997-08-28 10:00:00,30.0004804,58076,6.0,6.0,6.0,7.0,7.0,8.0
82,066201,SOUTH HEAD                              ,-33.8361,151.28,25.0,7.2493324,1.5694781755595224,4.618944398761144,1997-08-28 17:00:00,30.0004809,59311,7.0,7.0,8.0,8.0,8.0,9.0
83,066202,SYDNEY HARBOUR (CANNAE POINT)           ,-33.8153,151.2842,20.0,7.2391496,2.0337957788135537,3.559427965126449,1997-08-28 14:00:00,30.0,48156,11.0,12.0,12.0,12.0,13.0,14.0
84,066203,SYDNEY HARBOUR (BOMBORA)                ,-33.8167,151.2722,2.0,6.909982,1.558262968563021,4.434413410214975,1998-10-30 16:00:00,29.9866978,17620,7.0,8.0,8.0,8.0,9.0,10.0
85,066208,WATTAMOLLA AWS                          ,-34.1407,151.1185,44.0,7.072532,1.159886710315089,6.0976060110647765,2007-06-26 09:00:00,29.999891633333334,266871,12.0,13.0,14.0,14.0,15.0,15.0
86,066212,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),-33.8338,151.0718,4.0,4.684545,2.0401649138066604,2.2961599861012774,2011-08-31 15:00:00,29.999115800000002,203375,9.0,9.0,10.0,10.0,10.0,11.0
87,067033,RICHMOND RAAF                           ,-33.6022,150.7794,19.0,4.3324103,2.231099222571327,1.9418277285524295,1985-01-02 17:00:00,29.791491399999998,1757,8.0,9.0,10.0,10.0,10.0,11.0
88,067105,RICHMOND RAAF                           ,-33.6004,150.7761,19.0,4.3344035,1.7036633424598282,2.5441666829573544,1989-01-18 16:30:00,29.95861035,431655,7.0,8.0,8.0,9.0,9.0,10.0
89,067108,BADGERYS CREEK AWS                      ,-33.8969,150.7281,81.2,4.821594,1.7158164389964232,2.810087447991458,1996-01-10 11:00:00,29.92910165,442273,7.0,8.0,8.0,8.0,9.0,9.0
90,067113,PENRITH LAKES AWS                       ,-33.7195,150.6783,24.7,3.816948,1.5527230567575532,2.4582284138823787,1996-01-10 11:00:00,29.999811616666666,450678,6.0,6.0,7.0,7.0,7.0,8.0
91,067117,HOLSWORTHY CONTROL RANGE                ,-33.9795,150.9254,40.0,4.415331,1.3680277500653946,3.227515587041095,1998-04-30 17:00:00,29.999895383333335,269693,4.0,4.0,5.0,5.0,5.0,6.0
92,067119,HORSLEY PARK EQUESTRIAN CENTRE AWS      ,-33.851,150.8567,100.0,4.9068336,1.8516613873352739,2.649962721177151,1997-09-04 13:30:00,29.99993315,429637,7.0,8.0,8.0,8.0,9.0,9.0
93,068072,NOWRA RAN AIR STATION AWS               ,-34.9469,150.5353,109.0,5.3677278,1.3748397679459916,3.9042569771745987,2000-11-29 10:00:00,29.999770450000003,379686,8.0,9.0,10.0,10.0,10.0,11.0
94,068076,NOWRA RAN AIR STATION                   ,-34.9449,150.545,109.0,5.51312,1.5286423426099285,3.6065468165660843,1989-06-10 16:00:00,28.946105816666666,2746,8.0,9.0,9.0,9.0,10.0,11.0
95,068151,JERVIS BAY (POINT PERPENDICULAR AWS)    ,-35.0936,150.8049,85.0,7.490162,1.6800159510269201,4.458387368985125,2004-10-08 10:00:00,25.36296121666667,240824,13.0,14.0,14.0,15.0,15.0,16.0
96,068192,CAMDEN AIRPORT AWS                      ,-34.039,150.689,73.9,4.4065576,1.8145517972807068,2.428455096498608,1994-09-19 15:00:00,27.62122361666667,391714,8.0,8.0,9.0,9.0,10.0,10.0
97,068228,BELLAMBI AWS                            ,-34.3691,150.9291,10.0,6.8187523,1.381654537301402,4.935207828533247,1989-01-01 11:00:00,29.99985021666667,546413,9.0,10.0,10.0,10.0,11.0,11.0
98,068239,MOSS VALE AWS                           ,-34.5253,150.4217,678.4,7.361471,1.5608614321688377,4.716287445144057,2001-02-26 16:00:00,29.99969055,332615,12.0,13.0,14.0,14.0,14.0,15.0
99,068241,ALBION PARK (SHELLHARBOUR AIRPORT)      ,-34.5639,150.7924,8.0,4.9378114,1.3346668077494648,3.6996584810485533,1999-06-04 15:00:00,29.99992825,337426,9.0,9.0,10.0,10.0,11.0,11.0
100,068242,KIAMA (BOMBO HEADLAND)                  ,-34.6532,150.8609,15.5,6.930965,1.5147626608860645,4.575611167159705,2001-12-17 16:00:00,29.99975915,292034,11.0,11.0,12.0,12.0,13.0,13.0
101,068253,PORT KEMBLA NTC AWS                     ,-34.4734,150.9118,0.0,6.519816,1.677347767480712,3.8869792229049,2012-07-11 14:30:00,29.9998408,188289,11.0,11.0,12.0,12.0,13.0,13.0
102,068257,CAMPBELLTOWN (MOUNT ANNAN)              ,-34.0615,150.7735,112.0,4.621676,2.2509173925112886,2.0532410400960495,2006-11-14 12:00:00,29.999687083333335,278369,8.0,9.0,9.0,9.0,10.0,10.0
103,068262,HIGH RANGE AWS (WANGANDERRY)            ,-34.3335,150.267,813.6,7.0253158,1.3149797437847066,5.342527742173626,2014-07-01 12:30:00,29.999805050000003,152909,10.0,10.0,11.0,11.0,12.0,12.0
104,068263,HOLSWORTHY DEFENCE AWS                  ,-34.081,150.9009,165.0,5.021655,2.212491316366206,2.2696835217189455,2017-12-13 11:00:00,29.9990361,93099,11.0,11.0,12.0,12.0,13.0,13.0
105,068264,JERVIS BAY NSW (JERVIS BAY AIRFIELD AWS),-35.144,150.6974,57.2,6.817914,1.437728404999417,4.742143220782372,2018-10-12 14:30:00,29.998858166666665,78786,11.0,12.0,12.0,13.0,13.0,14.0
106,069017,MONTAGUE ISLAND LIGHTHOUSE              ,-36.2519,150.2275,52.0,7.69899,1.1643615986966107,6.6121983727240154,1998-04-15 10:00:00,29.999931516666667,321696,10.0,11.0,11.0,12.0,12.0,13.0
107,069128,NERRIGA AWS                             ,-35.1103,150.0826,622.0,5.4236255,1.5704430964213794,3.4535638263919006,2013-06-25 13:00:00,29.99982526666667,170580,12.0,12.0,13.0,13.0,14.0,14.0
108,069132,BRAIDWOOD RACECOURSE AWS                ,-35.4253,149.7835,665.2,5.866378,1.9112324332935917,3.069421451997835,1989-01-01 11:00:00,29.99985021666667,419615,10.0,10.0,11.0,11.0,12.0,12.0
109,069137,GREEN CAPE AWS                          ,-37.2622,150.0504,19.4,8.582402,1.2390094725587146,6.926825354761261,2000-07-28 14:30:00,29.999924616666664,279082,10.0,10.0,11.0,11.0,12.0,12.0
110,069138,ULLADULLA AWS                           ,-35.3635,150.4828,35.7,7.3889804,2.035725839000179,3.629653977507287,1992-09-22 00:00:00,29.99994398333333,397359,11.0,12.0,13.0,13.0,13.0,14.0
111,069139,BEGA AWS                                ,-36.6722,149.8191,41.0,4.388587,1.6924817139746653,2.5929893137099693,1992-04-03 00:00:00,29.999944833333334,394735,8.0,8.0,9.0,9.0,10.0,10.0
112,069147,MERIMBULA AIRPORT AWS                   ,-36.9077,149.8989,1.5,5.189962,1.950260439147951,2.6611635072263704,1998-04-28 10:00:00,29.999931416666666,347672,8.0,9.0,9.0,9.0,10.0,10.0
113,069148,MORUYA AIRPORT AWS                      ,-35.9004,150.1437,4.0,5.545583,1.7253800776685548,3.214122408782429,1999-10-01 11:00:00,29.999927266666667,308423,6.0,7.0,8.0,8.0,8.0,9.0
114,070014,CANBERRA AIRPORT COMPARISON             ,-35.3049,149.2014,578.4,4.76841,1.611628899465516,2.958751985287972,1985-01-02 16:00:00,29.1219058,215485,7.0,7.0,8.0,8.0,9.0,9.0
115,070217,COOMA AIRPORT AWS                       ,-36.2939,148.9725,930.0,5.915596,1.453133842384608,4.070923018758703,1992-04-20 14:00:00,29.953389766666664,376728,8.0,8.0,9.0,9.0,10.0,10.0
116,070328,BOMBALA AWS                             ,-37.0016,149.2336,760.5,6.2685394,1.6352103388497585,3.8334759020178164,1989-02-20 21:00:00,29.9998496,419273,9.0,10.0,10.0,10.0,11.0,12.0
117,070330,GOULBURN AIRPORT AWS                    ,-34.8085,149.7311,640.0,6.5079293,1.5725650163891123,4.138416699645982,1989-01-03 10:00:00,29.999850183333333,423136,10.0,11.0,11.0,12.0,12.0,13.0
118,070339,TUGGERANONG (ISABELLA PLAINS) AWS       ,-35.4184,149.0937,586.7,4.302654,1.6934500496500922,2.540762150267908,1996-08-09 13:00:00,29.700752083333334,433214,6.0,6.0,7.0,7.0,7.0,8.0
119,070349,MOUNT GININI AWS                        ,-35.5293,148.7721,1760.0,9.463778,2.0914524240210977,4.524978638490316,2004-06-28 11:30:00,29.999908899999998,318982,17.0,18.0,19.0,19.0,19.0,20.0
120,070351,CANBERRA AIRPORT                        ,-35.3088,149.2004,577.1,4.7843604,1.3289790382145719,3.600026991554772,2010-03-01 10:30:00,27.02099315,227965,5.0,5.0,6.0,6.0,6.0,7.0
121,071032,THREDBO AWS                             ,-36.4917,148.2859,1957.0,10.605777,1.4585382417910626,7.271510943573524,1998-04-27 10:00:00,29.999931433333334,314122,21.0,22.0,23.0,23.0,24.0,24.0
122,071075,PERISHER VALLEY AWS                     ,-36.4069,148.4055,1738.0,7.636665,2.3247039034841825,3.285005396151985,2010-05-25 15:00:00,29.999867133333332,223858,18.0,18.0,19.0,19.0,20.0,21.0
123,072150,WAGGA WAGGA AMO                         ,-35.1583,147.4575,212.0,5.133038,1.5803609116935808,3.24801632715343,1989-01-17 17:00:00,29.960956933333332,447475,6.0,7.0,7.0,7.0,8.0,8.0
124,072160,ALBURY AIRPORT AWS                      ,-36.069,146.9509,163.5,4.232577,1.7215803315732043,2.458541590800255,1993-09-02 11:00:00,29.65586526666667,371893,6.0,6.0,7.0,7.0,7.0,8.0
125,072161,CABRAMURRA SMHEA AWS                    ,-35.9371,148.3779,1482.4,6.377395,1.2787195395795432,4.987329086362918,1996-12-12 11:00:00,29.999805016666667,326330,11.0,11.0,12.0,12.0,13.0,13.0
