station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime,meanRes,Observations
014299,NGUKURR AIRPORT                         ,-14.7236,134.7456,14.5,5.0035133,7.9655172413793105,0.020593924640490258,2.2609150598776915,2.2130479047949354,2012-07-02 09:30:00,29.999841166666666,185183
014308,CROKER ISLAND AIRPORT                   ,-11.1629,132.4813,9.2,5.761167,9.45,0.009997686068213385,1.755470380349739,3.2818366597903936,2012-09-26 09:00:00,29.999837616666664,181617
014309,MURGANELLA AIRSTRIP                     ,-11.5485,132.9266,9.5,4.490924,7.806083650190114,0.03384029624492124,2.961678844408386,1.5163439783518635,2012-10-10 09:30:00,29.999837033333332,175757
014310,OENPELLI AIRPORT                        ,-12.3272,133.0069,7.5,4.7665987,6.418181818181818,0.018014835786497096,2.49548414840426,1.9100897533350625,2012-09-26 09:00:00,29.999837616666664,178962
014314,NOONAMAH AIRSTRIP                       ,-12.6099,131.0474,17.5,4.6809344,8.026431718061675,0.02640579880660121,2.978139824157278,1.571764492452352,2013-06-21 11:30:00,29.999825466666667,171172
014401,WARRUWI AIRPORT                         ,-11.65,133.3797,19.2,6.4756436,9.666666666666666,0.026025734169564663,1.916044685047723,3.3796934306022477,2000-08-15 09:30:00,29.981882366666664,301302
014402,MILINGIMBI                              ,-12.1239,134.9078,4.0,6.1092567,0,0.0063545655754738695,1.9014713353398844,3.212910250520683,2000-12-13 14:00:00,29.9993434,26044
014404,MILINGIMBI AIRPORT                      ,-12.0932,134.8919,15.0,6.0165496,13.153846153846153,0.016675690843322766,1.9416333501200833,3.098705317807635,2003-07-23 11:30:00,29.999913216666666,261080
014405,MANINGRIDA AIRPORT                      ,-12.0569,134.2339,28.1,5.8682203,13.25,0.008312926227779904,1.7131140053175047,3.425469823414972,2003-10-24 11:30:00,29.999912083333335,266916
014508,GOVE AIRPORT                            ,-12.2741,136.8201,51.6,5.5537825,8.5,0.012241260871269866,1.526101245929488,3.6391965984479233,1990-08-01 13:00:00,29.847215866666666,439636
014517,NGAYAWILI                               ,-11.9971,135.5726,8.1,5.8002973,17.875,0.0046918459421924075,1.3759341778905614,4.21553396484186,2000-07-27 16:30:00,29.999246366666668,222544
014518,GROOTE EYLANDT AIRPORT                  ,-13.9746,136.463,13.7,5.281167,8.25,0.024490129305722363,2.15809597402838,2.44714187593634,2000-07-24 12:30:00,29.99992465,290003
014626,DALY WATERS AIRSTRIP                    ,-16.2637,133.3782,209.8,5.48355,7.106060606060606,0.03241992041068276,2.6920133604727656,2.0369698576656763,2000-09-13 08:30:00,29.997953516666666,217446
014627,BULMAN                                  ,-13.6715,134.3415,103.4,4.80145,8.5,0.018871882245521387,2.304411787536144,2.083590181956788,2003-07-30 19:30:00,28.847365033333332,217656
014703,CENTRE ISLAND                           ,-15.7426,136.8192,12.2,6.1856475,14.375,0.0016723231797397542,1.2194036778014863,5.072682328458073,2000-11-06 04:00:00,29.63460866666667,180891
014704,MCARTHUR RIVER MINE AIRPORT             ,-16.4423,136.076,40.0,4.563161,16.5,0.006632959673786631,1.7838586367171498,2.558028311424325,2003-08-14 16:30:00,29.999912950000002,272571
014723,BORROLOOLA AIRPORT                      ,-16.0755,136.3041,16.1,5.0281744,13.75,0.014831612459497934,1.8815500265410952,2.6723575400081283,2000-07-24 12:30:00,29.99992465,297625
014808,BRADSHAW - ANGALLARI VALLEY (DEFENCE)   ,-15.4397,130.5731,60.0,4.538152,5.928571428571429,0.011282652749990518,2.4198000031455766,1.8754245028373,2017-12-08 10:30:00,29.999679516666667,92816
014825,VICTORIA RIVER DOWNS                    ,-16.403,131.0145,88.5,4.3328457,5.0,0.006850937644432675,2.0217733395663413,2.1430917121479016,2000-07-24 12:30:00,29.99992465,257246
014829,LAJAMANU AIRPORT                        ,-18.3324,130.6361,315.6,5.987253,6.166666666666667,0.00896225619066604,1.6869631606876332,3.549130964215255,2000-07-24 12:30:00,29.99992465,301294
014850,TIMBER CREEK                            ,-15.6614,130.4808,20.1,5.2642922,0,0.04317155217445168,2.4359192884979635,2.1611111111111114,2013-02-04 14:00:00,29.993356950000003,5
014901,DOUGLAS RIVER RESEARCH FARM             ,-13.8345,131.1872,42.8,4.652643,7.568627450980392,0.012058347308754658,2.1830408411214317,2.131267137148603,1996-09-30 10:30:00,29.999935483333335,283722
014909,CENTRAL ARNHEM PLATEAU                  ,-13.3275,133.0861,416.0,6.7005515,6.625,0.01796121616444868,1.866629056692603,3.5896534910527897,2003-08-27 10:30:00,29.999476783333332,147875
014932,TINDAL RAAF                             ,-14.5229,132.3826,133.6,5.403566,6.866666666666666,0.008284397454735748,1.9212172032559265,2.812574171457001,1990-06-01 10:30:00,29.999947916666667,451850
014948,PORT KEATS AIRPORT                      ,-14.2494,129.5282,28.0,4.956875,8.454545454545455,0.011051086498014229,1.92298208324899,2.577702044439843,2000-08-30 09:30:00,29.999924316666668,293031
014949,DELAMERE WEAPONS RANGE                  ,-15.7441,131.9181,221.0,5.794693,0,0.00925784689469289,1.8338284188282281,3.159888315432875,2000-07-24 12:30:00,29.99992465,359228
014954,BRADSHAW                                ,-14.9408,130.8091,75.0,4.090464,0,0.0018862163644667307,1.4569431141648115,2.8075661124817968,2001-11-18 13:30:00,29.99992,185553
014981,BRADSHAW - KOOLENDONG VALLEY (DEFENCE)  ,-15.1853,130.1169,42.0,4.3801374,9.369747899159664,0.0495212209628183,3.786687290798519,1.1567201374631644,2018-10-24 14:30:00,29.999616566666667,77461
014982,KANGAROO FLATS (DEFENCE)                ,-12.7934,130.8542,50.0,4.9007206,9.518867924528301,0.07306088379258924,4.506021064022294,1.0875938054179566,2017-10-03 09:00:00,29.999690016666666,93292
014983,MOUNT BUNDEY NORTH (DEFENCE)            ,-12.9141,131.8663,83.0,4.9871693,9.008888888888889,0.03443569030507765,3.3712109047650727,1.4793406306018722,2017-10-03 09:00:00,29.999690016666666,96437
014984,MOUNT BUNDEY SOUTH (DEFENCE)            ,-13.0889,131.8478,55.0,4.622325,8.535031847133759,0.02992448346287946,3.28823231874053,1.405717265534614,2017-10-03 09:00:00,29.999690016666666,96466
014988,KNUCKEY LAGOON                          ,-12.4422,130.9556,31.6,4.5741987,10.25,0.011217162193986607,2.1417469056878176,2.1357326165345203,2021-07-22 13:30:00,29.99900493333333,30129
015135,TENNANT CREEK AIRPORT                   ,-19.6423,134.1833,375.7,7.152781,5.4,0.01344495519129163,1.5317613548546782,4.669644515449127,1990-06-18 13:00:00,29.99973925,431685
015590,ALICE SPRINGS AIRPORT                   ,-23.7951,133.889,546.0,5.714463,7.8,0.009840202835185163,1.6065536143588743,3.5569701396042226,1990-08-08 12:00:00,29.839664383333332,450056
015602,JERVOIS                                 ,-22.9494,136.1442,328.0,6.6644716,7.891891891891892,0.02068189996995151,1.8700817455583745,3.563732784468115,2000-08-08 08:00:00,29.947263066666668,204278
015635,YULARA AIRPORT                          ,-25.1896,130.9737,492.0,6.616568,8.476190476190476,0.014345551005916835,1.6944165211496072,3.904924206028377,1991-07-20 14:30:00,29.873090933333334,418474
015643,TERRITORY GRAPE FARM                    ,-22.4518,133.6377,565.6,6.7526736,8.543859649122806,0.017141532866002174,2.0226570353052953,3.3385163713267936,2000-08-05 09:30:00,29.970831416666666,222105
015664,WALUNGURRU AIRPORT                      ,-23.2656,129.3844,454.3,7.4204946,9.222222222222221,0.01465664157266755,1.4113804252468152,5.257614760477738,2001-10-22 13:00:00,29.950106100000003,225392
015666,RABBIT FLAT                             ,-20.1823,130.0148,340.0,5.4175606,6.125,0.010642410011640346,1.6298745821763208,3.3239125492457697,2002-02-14 15:00:00,29.90468535,152476
200731,POINT FAWCETT                           ,-11.7628,130.03,6.5,4.5029764,8.714285714285714,0.0009866977561199253,1.3972313987940155,3.222785017161891,2000-07-24 13:30:00,29.99992465,261114
200782,NORTH EAST ISLAND                       ,-13.6449,136.9445,17.4,6.2364793,12.0,0.006138334691427216,1.546869783377275,4.031676970742209,2010-10-13 12:30:00,29.99954446666667,65562
200786,CAPE WESSEL                             ,-11.0047,136.7586,18.0,7.033756,23.5,0.009769130647667379,1.1002064496952362,6.393123564413525,2011-12-06 14:30:00,29.999849166666667,184326
200867,BAYU UNDAN (CUQ RIG)                    ,-11.0681,126.6144,32.5,,,,,4.917883099601628,2009-07-02 07:30:00,29.999875766666666,241504
200868,CP DILI AIRPORT                         ,-8.5478,125.5276,8.8,,,,,3.354247104247196,2023-02-07 23:30:00,29.990029900000003,3009
001006,WYNDHAM AERO                            ,-15.51,128.1503,3.8,4.3224816,0,0.0010575372617556145,1.2519575698223304,3.4525783751969197,2000-09-23 11:30:00,29.999924099999998,268128
001007,TROUGHTON ISLAND                        ,-13.7542,126.1485,6.0,5.733217,6.5,0.0010596869433124878,1.0515367949502072,5.452226484204203,1990-10-22 10:30:00,29.642511833333334,260273
001019,KALUMBURU                               ,-14.2964,126.6453,23.0,4.847704,7.125,0.024097779242285067,2.265401601808392,2.1398872190458706,1998-09-01 14:00:00,29.99993045,264735
001020,TRUSCOTT                                ,-14.09,126.3867,51.0,5.505253,11.076923076923077,0.008937373281403205,1.7810819153760515,3.0909599331776976,2004-05-13 14:00:00,29.9999095,259430
002012,HALLS CREEK METEOROLOGICAL OFFICE       ,-18.2291,127.6636,422.0,5.939624,7.2578616352201255,0.02659933041031992,2.1994983432773876,2.700444785901604,1993-12-09 08:00:00,27.747924466666667,333903
002056,KUNUNURRA AERO                          ,-15.7814,128.71,44.0,4.243469,10.0,0.002269549846559138,1.5470692011946945,2.742908484639415,1993-12-09 19:30:00,29.99860011666667,442869
002064,ARGYLE AERODROME                        ,-16.638,128.4516,164.0,3.8016253,5.0,0.0003437691549358357,1.351925450147103,2.8120080521868753,1994-11-16 15:30:00,29.098694383333335,384909
002079,HALLS CREEK AIRPORT                     ,-18.2337,127.6666,409.4,5.8280983,8.692307692307692,0.017111227667320983,1.7493317140204228,3.331614153226916,2015-09-18 12:30:00,29.999773716666667,132045
003003,BROOME AIRPORT                          ,-17.9475,122.2352,7.4,5.4844546,10.44,0.005727147036344138,1.4498115833788514,3.78287406079599,1993-12-09 08:00:00,29.999941666666665,444491
003032,DERBY AERO                              ,-17.3706,123.6611,6.2,5.1533012,5.5,0.0013137856473551812,1.283494940771072,4.015053799836387,1994-12-18 12:30:00,29.9651673,290737
003080,CURTIN AERO                             ,-17.5768,123.8297,77.5,5.472941,14.125,0.0067859385567409225,1.7861878886645064,3.064034280220904,1993-12-09 08:00:00,29.999941666666665,328077
003092,SOUTH EAST WATERBANK                    ,-17.8578,122.2725,41.0,5.50385,6.0,0.002100964809793493,1.5388069606531436,3.5766994327080726,1996-12-29 07:30:00,26.381423716666667,39392
003093,FITZROY CROSSING AERO                   ,-18.1814,125.5619,114.5,5.1495304,8.5,0.004334619046773014,1.604283133989169,3.20986383367499,1997-08-08 10:00:00,29.999933333333335,289648
003102,BROOME NTC AWS                          ,-18.0015,122.2176,0.0,6.2127037,16.642857142857142,0.0031385474920964107,1.2670716845099053,4.903198280559017,2013-05-16 08:00:00,29.999827216666667,162622
003108,YAMPI SOUND (DEFENCE)                   ,-16.7671,123.981,41.3,4.1932726,8.153846153846153,0.015423671747586964,2.656732830023002,1.5783568988383756,2018-10-15 13:00:00,29.99961868333333,78476
004019,MANDORA                                 ,-19.7419,120.8433,7.5,6.626556,16.625,0.014775678653360935,1.7615698543270264,3.761733265002292,2009-12-21 08:00:00,29.999871366666664,184039
004032,PORT HEDLAND AIRPORT                    ,-20.3725,118.6317,6.4,6.5734153,16.321428571428573,0.004845615927213109,1.3440838380516722,4.89062891264058,1993-12-09 08:00:00,29.999941666666665,446008
004083,KARRATHA AERO                           ,-20.7097,116.7742,5.3,6.541017,11.818181818181818,0.0035890650941549085,1.2265027750892417,5.333063396481547,1993-12-09 08:00:00,29.999941666666665,438525
004090,ROEBOURNE AERO                          ,-20.7594,117.1583,10.7,6.4048057,27.0,0.007860723810451886,1.3341797712785635,4.800556715164394,2001-06-07 10:00:00,27.221947083333337,260480
004095,LEGENDRE ISLAND                         ,-20.3583,116.8431,29.0,7.083266,17.2,0.00420999315107784,1.1471040957846323,6.174911071656101,2009-10-20 14:00:00,29.999872983333333,197093
004100,BEDOUT ISLAND                           ,-19.5894,119.1,8.6,6.850964,33.0,0.0023564924925533193,1.0113857876252998,6.773838581865275,2011-02-21 20:30:00,29.999858966666668,138740
004106,MARBLE BAR                              ,-21.1756,119.7497,182.3,6.2912726,10.354166666666666,0.030403098331360012,2.098527911529231,2.9979456578415102,2000-10-07 01:30:00,29.967953816666668,243394
005007,LEARMONTH AIRPORT                       ,-22.2406,114.0967,5.0,6.2204165,10.0625,0.004350357117565262,1.2618451412654281,4.929619604216917,1993-12-09 08:00:00,29.999941666666665,456543
005008,MARDIE                                  ,-21.1906,115.9797,11.0,6.1964803,11.433333333333334,0.011211603543118787,1.581970415244501,3.9169381516169146,2000-06-15 09:00:00,29.99977505,223650
005017,ONSLOW AIRPORT                          ,-21.6689,115.1092,10.5,7.028846,12.2,0.00455338797687177,1.284985754381437,5.469979541082046,1997-11-21 14:00:00,29.999932583333337,307602
005084,THEVENARD ISLAND                        ,-21.4609,115.0188,5.0,7.2975717,15.2,0.005944462182305044,1.2057474152671293,6.052322042482987,2000-01-12 15:00:00,29.99992638333333,293721
005094,BARROW ISLAND AIRPORT                   ,-20.874,115.4066,6.4,6.7804503,8.857142857142858,0.003031788404966873,1.0548480932064435,6.4278926868749595,1999-04-22 17:00:00,29.999928599999997,366757
005098,KARIJINI NORTH                          ,-22.2999,118.4498,474.0,6.4429693,6.833333333333333,0.019024408598204645,1.56850788247085,4.107706052490514,2018-08-31 06:30:00,29.999628933333334,79223
006011,CARNARVON AIRPORT                       ,-24.8878,113.67,4.0,8.334216,10.23076923076923,0.017941021136175572,1.3537836715171268,6.156239208084916,1993-12-09 08:00:00,29.999941666666665,453955
006105,SHARK BAY AIRPORT                       ,-25.8925,113.5772,33.8,8.2293215,9.444444444444445,0.021875621505745735,1.4595029255803413,5.638441236097655,2000-06-08 15:00:00,29.971182633333335,273900
007045,MEEKATHARRA AIRPORT                     ,-26.6136,118.5372,517.0,7.837349,9.5625,0.029994630773752307,1.853639910770724,4.2280859904066235,1993-12-09 08:00:00,29.999941666666665,460258
007176,NEWMAN AERO                             ,-23.4213,119.8023,524.0,6.0545077,10.79245283018868,0.016929844341214917,1.8168924611486699,3.332342371305562,1993-12-16 11:00:00,29.999941616666668,311266
007185,PARABURDOO AERO                         ,-23.1726,117.7493,423.7,5.4277015,10.25,0.0033141882257502475,1.4239461602081607,3.811732230411458,1995-12-13 11:00:00,29.999686899999997,318697
007600,MOUNT MAGNET AERO                       ,-28.1156,117.8425,407.0,7.472603,9.0,0.02109862155530251,1.6786761202619054,4.451485759547478,1995-04-05 08:00:00,29.999938916666668,310787
008051,GERALDTON AIRPORT COMPARISON            ,-28.7953,114.6975,33.0,7.0812526,7.9,0.009545019346534511,1.314698882576718,5.386216318250681,1993-12-09 08:00:00,29.99991663333333,289547
008290,NORTH ISLAND                            ,-28.3009,113.5937,2.2,9.134532,8.75,0.019282542781045242,1.194000125282739,7.650360985204608,2000-09-13 17:00:00,29.999924183333334,198656
008296,MORAWA AIRPORT                          ,-29.2039,116.0247,271.4,7.0085483,8.579545454545455,0.026221154334569396,1.8100478461733844,3.872023755919963,1997-02-26 01:00:00,29.998886366666667,331199
008297,DALWALLINU                              ,-30.2761,116.6714,324.5,7.452438,7.875,0.018690684576722516,1.5718026311326159,4.741331850478531,1997-05-08 13:30:00,29.994192716666664,233383
008315,GERALDTON AIRPORT                       ,-28.8047,114.6989,29.7,7.053227,8.285714285714286,0.009808707616197565,1.2658713149194316,5.571835671332309,2011-07-20 10:00:00,29.999854066666668,204511
009021,PERTH AIRPORT                           ,-31.9275,115.9764,15.4,5.9152794,8.451219512195122,0.009455804283759806,1.3695474272645964,4.319148990876752,1985-01-03 04:00:00,29.996020883333333,440227
009037,BADGINGARRA RESEARCH STN                ,-30.3381,115.5394,275.0,8.427701,8.790697674418604,0.03305843983361689,1.5811621890103997,5.330067373843263,1997-04-21 23:00:00,29.9999341,304627
009053,PEARCE RAAF                             ,-31.6669,116.0189,40.0,7.203873,9.17605633802817,0.032761219224356486,1.7303660758719162,4.163207576680705,1993-12-09 08:00:00,29.999941666666665,283708
009091,INNER DOLPHIN PYLON                     ,-31.9889,115.8311,0.0,6.440106,7.315789473684211,0.010709214193718175,1.4195540409561627,4.536710635356824,1999-08-18 14:00:00,29.999927633333336,391880
009172,JANDAKOT AERO                           ,-32.1011,115.8794,30.0,6.084481,7.767441860465116,0.011488180588766772,1.4181139854138598,4.290544219339326,1993-12-12 08:00:00,29.99994165,451919
009178,GINGIN AERO                             ,-31.4628,115.8642,73.0,6.61079,6.818181818181818,0.016830089379556212,1.5772571308408212,4.191320265151845,1996-03-18 08:00:00,29.999936766666668,298716
009193,ROTTNEST ISLAND                         ,-32.0069,115.5022,43.1,8.700188,9.874213836477987,0.01664614585291857,1.169868970682906,7.436890712663977,1993-12-09 08:00:00,29.999941666666665,424116
009214,OCEAN REEF                              ,-31.7594,115.7278,10.0,7.435816,9.55421686746988,0.009107265794227604,1.2514705645852078,5.941662570083525,1996-10-17 08:00:00,29.999935366666666,453532
009215,SWANBOURNE                              ,-31.956,115.7619,41.0,7.3583064,10.172,0.017037457597383954,1.4962210222161512,4.917927430955085,1993-12-09 08:00:00,29.999941666666665,497909
009225,PERTH METRO                             ,-31.9192,115.8728,24.9,5.5442276,7.298245614035087,0.028627427219807156,1.898654121161482,2.9200829884202566,1993-12-09 08:00:00,29.999941666666665,493368
009240,BICKLEY                                 ,-32.0072,116.1369,384.0,7.341633,10.595890410958905,0.022725635553314527,1.603948698203458,4.57722422870554,1997-10-14 11:00:00,29.999932866666665,273128
009254,ARMAMENT JETTY                          ,-32.1758,115.6808,9.0,8.399639,13.5,0.026069874511552293,1.3149421698470305,6.387839193426899,2019-03-21 09:00:00,29.999578333333332,26251
009255,COLPOYS POINT                           ,-32.2272,115.6994,3.0,8.217571,9.894736842105264,0.013812076384063898,1.2987387819800091,6.327347248394875,2019-03-21 09:00:00,29.999578333333332,71112
009256,GARDEN ISLAND HSF                       ,-32.2433,115.6839,6.0,8.269043,12.620689655172415,0.013778365061993147,1.344608654885721,6.149776694284919,2001-11-14 16:00:00,29.99992005,218489
009265,HILLARYS BOAT HARBOUR NTC AWS           ,-31.8256,115.7386,0.0,7.548451,16.413153456998312,0.07870812836522612,2.380492502781806,3.1709618652387523,2013-05-16 08:00:00,29.999827216666667,173142
009280,LANCELIN (DEFENCE)                      ,-30.8392,115.2283,3.4,8.128227,12.546511627906977,0.03677708680975267,1.706629562197497,4.762736691037169,2018-07-05 08:00:00,29.999641066666666,83533
009281,MILLENDON (SWAN VALLEY)                 ,-31.8112,116.0227,15.6,6.8647814,10.128668171557562,0.12071292157692326,3.3944416491056324,2.022359518687982,2017-05-03 09:30:00,29.999711883333337,103782
009518,CAPE LEEUWIN                            ,-34.3728,115.1358,13.0,8.973011,12.636363636363637,0.018437129545572972,1.0688424630214324,8.395073481156949,1994-01-24 16:30:00,29.91564665,324868
009519,CAPE NATURALISTE                        ,-33.5372,115.0189,109.0,9.5697565,14.66260162601626,0.035597726222383996,1.3524913127959517,7.075650998519434,1995-11-29 19:00:00,29.999937466666665,316796
009538,DWELLINGUP                              ,-32.7103,116.0594,267.0,6.313399,8.23076923076923,0.009032965760048417,1.4855603416670409,4.249843416631969,1999-02-10 16:00:00,29.305956816666665,243707
009542,ESPERANCE AERO                          ,-33.6825,121.8275,142.0,7.8832874,8.6010101010101,0.01950125195647745,1.4823464678280842,5.318113950350667,1994-01-24 08:00:00,29.92981095,445538
009569,BUSSELTON                               ,-33.655,115.3194,3.9,7.1716185,0,0.011250614759097943,1.1731463977473857,6.1131487727187785,1998-05-12 12:30:00,28.693521316666665,1175
009573,MANJIMUP                                ,-34.2508,116.145,286.7,7.470299,9.058823529411764,0.028169743730006802,1.9191212023304016,3.8925622613197177,2000-10-23 09:00:00,29.99992381666667,210355
009603,BUSSELTON AERO                          ,-33.6818,115.4026,16.3,7.2008467,10.288461538461538,0.01985502383085025,1.6504820016489092,4.362875005522096,1997-10-27 08:00:00,29.999932766666667,301762
009617,BRIDGETOWN                              ,-33.9486,116.1311,178.7,6.1171193,9.023622047244094,0.0893346391493054,3.0706073734415105,1.992152876722354,1998-07-07 08:00:00,29.99993088333333,295799
009741,ALBANY AIRPORT COMPARISON               ,-34.9414,117.8022,68.0,6.969145,7.450704225352113,0.019138924726234574,1.6146426505207512,4.316214995881174,1994-01-01 16:00:00,29.990407216666664,290975
009746,WITCHCLIFFE                             ,-34.0281,115.1042,80.0,7.083374,10.220447284345047,0.060465254802470114,1.9295687710405736,3.670962201371861,1999-04-22 17:00:00,29.999923983333336,273584
009778,MARGARET RIVER CALM                     ,-33.935,115.0831,88.4,6.9852233,,,,,,,
009789,ESPERANCE                               ,-33.83,121.8925,25.0,7.538822,8.268456375838927,0.01657437360233338,1.4794749969441636,5.095606339845962,1994-01-15 01:00:00,29.955876149999998,468088
009812,HARVEY                                  ,-33.0789,115.8806,40.0,7.2699857,0,0.012783169480175771,2.5724826449397167,2.826058201058197,2000-10-20 17:30:00,21.06741571666667,123
009887,MANDURAH                                ,-32.5211,115.75,21.0,6.8524065,7.846153846153846,0.029425746016164656,1.8754881580370037,3.6536655656318042,1993-12-15 08:00:00,29.99978275,72064
009937,BUSSELTON JETTY                         ,-33.6294,115.3383,3.0,7.714862,12.054054054054054,0.011120535465684367,1.2996275592876045,5.936209812325726,1997-10-27 10:00:00,29.999798316666666,290965
009961,HOPETOUN NORTH                          ,-33.9306,120.1283,26.0,7.5548863,10.166666666666666,0.02517387768004642,1.593182792026168,4.742008499531221,1995-12-07 16:00:00,29.99993741666667,345106
009964,ROCKY GULLY                             ,-34.5714,117.0106,250.0,6.6117506,10.142857142857142,0.02878596321738136,2.0362818138422294,3.24697227946389,1995-11-29 08:00:00,29.79552956666667,304351
009965,BUNBURY                                 ,-33.3567,115.6447,5.2,6.8466163,11.26027397260274,0.03854182974521658,1.9010235987064958,3.6015419655056196,1999-04-22 18:00:00,29.999928599999997,302392
009968,SHANNON                                 ,-34.5683,116.3367,210.0,6.4221954,7.578947368421052,0.02526961051429244,1.920768950734112,3.343554378112875,1996-11-28 13:00:00,29.999935083333334,215228
009977,MANDURAH                                ,-32.5219,115.7119,3.0,7.3162775,11.9438202247191,0.024343213590407475,1.7012994963994714,4.300405378036623,2001-10-31 08:00:00,29.999920200000002,287073
009994,COLLIE EAST                             ,-33.3608,116.1717,200.0,5.6183434,10.033333333333333,0.07524898508289968,2.943491022762743,1.9087346656821602,2002-12-10 07:00:00,29.999915849999997,254841
009998,NORTH WALPOLE                           ,-34.9469,116.7222,73.0,6.9777637,8.818713450292398,0.046859985582585084,1.8932138750266878,3.6856710933956953,2004-01-19 10:00:00,29.999910983333333,239726
009999,ALBANY AIRPORT                          ,-34.9411,117.8158,68.4,7.027893,8.5,0.014505052055177714,1.562550010084906,4.4977076068268484,2012-01-13 12:00:00,29.999847783333333,195949
010286,CUNDERDIN AIRFIELD                      ,-31.6219,117.2217,216.7,6.7435317,9.025,0.01825803262422221,1.5406124420261658,4.3771759334100215,1996-08-29 11:00:00,29.975460316666666,299900
010692,NEWDEGATE RESEARCH STATION              ,-33.1129,118.84,320.0,7.2213135,8.706896551724139,0.03148540726014659,1.648710913621056,4.3799755414382275,1996-05-31 12:00:00,29.993312666666668,288393
010905,JACUP                                   ,-33.8878,119.1092,305.0,7.7393856,9.710526315789474,0.0325160741752315,1.6669397060269695,4.64287075103914,1994-01-21 12:30:00,29.982792116666666,310229
010911,LAKE GRACE                              ,-33.1006,118.4647,286.0,7.1642747,9.072727272727272,0.03739477255381196,1.794087851192868,3.993268605978218,1997-06-22 05:30:00,29.7886874,275150
010916,KATANNING                               ,-33.6856,117.6064,320.0,7.3056407,8.867549668874172,0.03214209695849557,1.7955289977686377,4.068795717896066,1999-01-06 16:00:00,29.99992945,314704
010917,WANDERING                               ,-32.6722,116.6706,275.0,6.900251,9.97872340425532,0.04524091677205477,2.265619632491848,3.0456352040538186,1998-12-14 14:00:00,29.999929633333334,225217
011003,EUCLA                                   ,-31.6797,128.8958,93.1,8.031095,8.641304347826088,0.029295726281287293,1.7343427859701845,4.630627011023004,1995-04-15 07:00:00,29.932719833333334,448066
011052,FORREST                                 ,-30.8453,128.1092,159.0,7.4454994,8.0,0.009963143274382968,1.3267453101569353,5.611852827492051,1993-11-18 17:00:00,29.979463916666667,311049
011053,RED ROCKS POINT                         ,-32.2028,127.5297,3.1,7.7389417,8.4,0.008995002318410217,1.2663213746347077,6.111356741251045,1999-12-03 13:00:00,29.915319866666668,163498
012009,NORSEMAN AERO                           ,-32.2147,121.7547,262.5,6.3928466,9.76595744680851,0.015006629029260421,1.513432676337622,4.224070673424477,1999-12-07 08:00:00,29.999926683333335,272612
012038,KALGOORLIE-BOULDER AIRPORT              ,-30.7847,121.4533,365.3,7.0208,9.177083333333334,0.022859787214595473,1.7288317410382934,4.061008337029641,1994-01-24 09:00:00,29.9801547,445681
